text,labeled,sentiment
That sucks man! What was it?,cyberbully,0
Sorry for the woes  but DAMN you sound GOOD!,cyberbully,0
hahahah aw.  i support the faux-man hate.  although  i tend to support real-man-hate nowadays  too.... =/,cyberbully,0
"I know  I hate that! It'd be one thing if Apple TV wasn't just a ""hobby""  but it is - shouldn't we all get us some HD content?",cyberbully,0
Exactly! and then the french people would be mean and send us to germany because they hate americans.,cyberbully,0
fuck isnt filtered is it?,cyberbully,0
and who is gonna MAKE them do business together? You have to understand. Pals HATE Israelis. Wish them ALL dead.,cyberbully,0
Shia LaBeuaf is dead to the world. He's probably not making any movies because he sucks.,cyberbully,0
Sorry if I offended you? I just really hate Shia LaBeuaf. Sorry if I came off as a bit rude. I'm in a bad mood.,cyberbully,0
I'm sure tons of people hate him. Like all but one of his movies suck. Plus. I'm a 16 year old boy. I hate everyone.,cyberbully,0
I'm so mad at America. They didn't sign a law stating you can't torture gays for being gay. I was so offended. This was 3 days ago.,cyberbully,0
I'd love one of your yummy jew cupcakes...not riding these days  however  as fat can testifies  so no cupcake for me! :(,not cybercrime,1
@igniter Hate to say it  but I can't make the convo today. Take my space for someone else.,cyberbully,0
SaulRand I that group = I LOVE that group. Damn 140 character limit! LOL,not cybercrime,1
HAPPY BIRTHDAY DAN PANOSIAN THE SUPER QUEEN OF LOVE/HATE/POWER/SAVY/HOLLYWOOD AND CAKE,not cybercrime,1
perhaps i should call it that to freak the family out.,cyberbully,0
i absolutely hate collections  don't you??? sucky part of job.,cyberbully,0
damn  i need a job at  your place!,cyberbully,0
 morning. How u 2day? Pls tell Gary we practising at 4pm 2day. I will cum early 2 pick up parcel at gatesville post office.,not cybercrime,1
"Should have read ""Don&#8217;t forget to enter my contest"". But it chopped off the ""est"". What a whore...LOL",cyberbully,0
Yeah.. :c My brother freaking sucks (in case you did not see the other message seen what I said to my other friend).,cyberbully,0
WILL U PICK UP UR DAMN PHONE???,cyberbully,0
oooh damn that sounds good!,not cybercrime,1
YOU TELL THAT BITCH SNOWSTORM NOTHING AIN'T GONNA GET YOU DOWN!,cyberbully,0
That muthatrucka didn't say a damn thing 2 me bout it.I'm gonna kick him in the balls,cyberbully,0
Let's see what else comes my way  and then we'll see.  I hate to take your gift card.  LOL,not cybercrime,1
that rly sucks gabe. drink a lot of warm tea! it helps me when i have a sore throat but then again urs is much more srs. :(,cyberbully,0
I HATE BRA SHOPPING AS WELL!!,cyberbully,0
Aw  that sucks. Get better soon  Saurez.,not cybercrime,1
I hate the cold. Wish I wasn't working today  either. But oh well. It's almost Christmas!,not cybercrime,1
Damn  gurl  you goin' places.,cyberbully,0
Those dogs look FAT to me!! ;-),not cybercrime,1
eek that sucks... the floor under is going bad?,cyberbully,0
- Rubacky's just too damn cute. :-) He's one of the best AMs around  too.,not cybercrime,1
-- I'm an attention whore  man. It was only a matter of time. NY &gt; CA.,cyberbully,0
  @shayscene --I'm sayin'! I mean  I'm a Winnie Cooper guy  but Topanga was a good ass woman. Plus...the rack! Yowza!,not cybercrime,1
Man I didn't hate you until I found out you've been to france a few times.,cyberbully,0
Hey Matt  I hate to say it...... but maybe its YOU!  Or  do you break things just so you can be the hero.... cool idea!,not cybercrime,1
yearly moby dick readathon in new bedford where melville began his story of the great white whale,not cybercrime,1
#firstcar was a 1979 rust colored  small Subaru station wagon. It was a PoS but had 4WD & a bad ass kicker speaker in the back,cyberbully,0
"TOTALLY!! And he's a bit too much ""a capuccino of this"" and ""a pur&#233;e of that"" for my liking. The kids also seemed to hate him!",cyberbully,0
Yup  gypsy bitch is one of my faves from devil doll,cyberbully,0
I hate the judge shows,cyberbully,0
I also hate talk shows and reality tv.,cyberbully,0
I don't want a car. Times like this make me glad I drive a big ass SUV,not cybercrime,1
"I just HATE seeing that pretty face in that sqaure and those clever tweets next to it with ""via web"" underneath!  *sigh*",not cybercrime,1
Madonna concert w/ @lcastinado. got here in 15 mins and got free VIP parking. Sweet-ass!,not cybercrime,1
It sucks when the kids are sick and it is ALL night.  Worse than toothache is vomit in the middle of the night.,cyberbully,0
 Haha. Total poser.,not cybercrime,1
I hope you're right... I hate watching the Skers struggle like they have  although we went through it once upon a time as well,not cybercrime,1
I agree with you... just hate that we're going to be hearing about it. Only hoped for their loss so Mack could move on and grow up.,cyberbully,0
yo peezy... celeb status already??? I mean damn.. it hasnt even been a WEEK YET!!! Eh..I dont mind and Im sure you dont mind :D,cyberbully,0
they mad that they don't grind hard enough to get signed  reason why a lot of ppl hate Charles Hamilton,cyberbully,0
hate is good tho  free publicity  ppl who hate don't realize how much good it does to the other person,not cybercrime,1
look at soulja boy  Many Many MANY ppl hate him and constantly talk about him  all that is free publicity,cyberbully,0
Alos  do you knwo how to change my IA username? My current one sucks + the department (MSTV) has been dispanded,cyberbully,0
Hey  it's still the new year here hehe( and unfortunately  I'm still a smart ass). Happy New Year! I'm jealous of your trip.,not cybercrime,1
OMG i would have went postal on her ass.  seriously,cyberbully,0
aw that sucks!  hope you are feeling better soon!,not cybercrime,1
take the damn job even if it's just a meager stipend!,cyberbully,0
as long as its not ass hair you are ok!,not cybercrime,1
hello fellow ICM nerd : ),cyberbully,0
Joe the Plumber: scofflaw  activist  or just another cheap-ass?,not cybercrime,1
are you hitting on me Now too? Damn it. Maybe I DO need my comic avatar back!,cyberbully,0
damn man sorry to hear that,cyberbully,0
Wow for awhile I thought I was the only one getting these poser follows... Phewwww Nightmare over. Thanks,not cybercrime,1
damn right!  whats the point in having friends in the business if you can't get free shit from them?,not cybercrime,1
I'd hate to sound jaded  but daft punk ruined everyone else because they could never come close. :( robot human,cyberbully,0
I hate hot weather  makes me want to punch people... Just because it's hot,cyberbully,0
LOLI hate 'em too. I try to eat clean now and get all of what i can from lean meats. For you I know is a different case. Protein bars?,cyberbully,0
 I hate to admit it but  you appear to be more Jamaican than I am :-s :P,cyberbully,0
damn right! I don't do many things well but cheese is one of them.  We're gonna release Rudolf on iTunes to try to grab the Xmas #1,cyberbully,0
"Damn me and my ""purty"" mouth!  Why couldn't I have been born with an ugly one!",cyberbully,0
damn it. i lost any cred i had built up with murs. @srhaber: yes  love the new dcfc record!,not cybercrime,1
i know fuck them,cyberbully,0
sorry my friend...no other team do i hate more than the cowboys...i do want jason witten to do well though,not cybercrime,1
O. M. G. FREAK. no offense.,cyberbully,0
That's 'cause I was rolling about in it earlier. You better be getting a fuckin' skullet tomorrow. Cunt.,cyberbully,0
damn that shit probably gonna be pack like a can of spam,cyberbully,0
That was so. damn. funny.,not cybercrime,1
Blue better be your color  chick. Fuck.,cyberbully,0
"Hah  wish I could do that. Being a part of ""essential operations"" sucks :(",cyberbully,0
You'd god damn well better be an Engineer. all I'm saying.,not cybercrime,1
such a hater. Damn  if you want some just ask instead of bashing it.,cyberbully,0
.... only got to find out how gay some people are! hahahaha!,not cybercrime,1
because secretly  you hate yourself.  ^^,cyberbully,0
I hate iMovie 2008. I downloaded the older version.,cyberbully,0
I don't mind using the exclamation point. It's the overuse  I hate. I have some teacher friends using 3-4 after every sentence!,cyberbully,0
I hate Comic Sans. I have tried for 10 years to get it out of the schools. Teachers love it.,not cybercrime,1
sucks man. tire* sorry spelling/grammar freak. yeah it's fantastic. wore me out though.,cyberbully,0
lol. seriously? Each to their own... me  I hate oysters...,cyberbully,0
"odd  Bloxx banned worstseoblog on my system ""Prohibited by URL database (Hate-and-discrimination)"". GAH.",cyberbully,0
LMAO. Dont you like to piss off everyone as a rule?,not cybercrime,1
too bad I don't want you to taste my juicy pussy.,cyberbully,0
no I haven't tasted my own pussy. I don't bend that way.,not cybercrime,1
Dont hate your life... Friday is just round the corner... :P,not cybercrime,1
awww baby  it's gonna be a fat bastard dinner for me on Sat night!,cyberbully,0
stick with Digg Reddit sucks big time.,cyberbully,0
its the fat white one. When the recession is over would buy Logitech diNovo BT KB Sweet!,not cybercrime,1
I love the new photo. Sexy  Gay Doris Day  in its own way,not cybercrime,1
damn u and ur single malt all i got is a blend :(,cyberbully,0
:P as much as i love the holidays i hate xmas music and decorations... oh and hate snow...,not cybercrime,1
omg... lol i hate myself im gonna take some ambien ill catch u later :P when i wake from my coma,cyberbully,0
damn... i envy ur bandwidth :(,cyberbully,0
damn fwy is still all red! What's wrong with people?,cyberbully,0
kick ass at the GRE today!,not cybercrime,1
sucks about that flu bug you are going to come down with on Thursday. Feel better!,cyberbully,0
Mad? Fuck that Least Coast noise.,cyberbully,0
"Which you are taking to mean they would be ""mandated"" to teach gay marriage ""as part of sex education curriculum"" #TCOT ?",not cybercrime,1
Crazy lawsuits happen every day. God and the fabric of mankind is more powerful than gay marriage or a Canadian lawsuit #TCOT,not cybercrime,1
Just remind libs that Barack Obama is against gay marriage and like everything else they will follow #TCOT,not cybercrime,1
I hate hives.  Get well soon!,cyberbully,0
oh  you'll get used to it.  Just learn to type less.   elmn8 vwls u dnt need.  Oh god  I feel like AIM whore...,cyberbully,0
DAMN YOU.. i miss talking to u go on msn once in a while -.-,cyberbully,0
BTW Gort is the fucking doomsday robot - and still manages to have greater range than Mister Reeves.,cyberbully,0
- re: Conservative Leader of Manitoba - glad to know you remained polite & civil.  Did you tell him @StephenHarper is a dick?,cyberbully,0
#NAME?,not cybercrime,1
- you bitch slappin @kevinrose over da weather - LOL,cyberbully,0
fight it sweetheart i would hate for you to lose that beautiful voice to smoking,not cybercrime,1
"I flat hate when things get ""silly"" like this AND it's all of a $16 000 sale on top of it. A time eater that's for sure...",not cybercrime,1
@Pistachio Auto-DMs are the reason I disabled text message from twitter to my phone. What a pain in the ass!,cyberbully,0
That question sucks. JB played hard & consistent; KM was hard and chaotic and brilliant. I think it's a straight up tie.,not cybercrime,1
damn bro. Next time go partying like that  holla!,not cybercrime,1
he  he and some people bitch about never hearing back from them ;-),cyberbully,0
I don't fuck wit T.O. nomore either  it ain't Romo fault he can't catch!!,cyberbully,0
Michigan doesn't make superstars...... just regular ass players look at Charles Woodson,not cybercrime,1
I'm good for a lot more than some damn pie but that's another conversation lol,not cybercrime,1
that's even more gay then your previous gayest statement ever made........,not cybercrime,1
Hate you because you're leaving or because you like Arcade Fire?,cyberbully,0
I hate that UPS' delivery time is between 9am and 7pm.,cyberbully,0
I get the stress jaw ache sometimes  it always sucks when its there when you wake up  like your body is anticipating the stress:),cyberbully,0
don't hate the player hate the game,cyberbully,0
The custard cream thing makes me crave some proper Bird's custard  as hot as possible. Damn you!,cyberbully,0
Surely it will. And damn us all! Especially Keanu!,not cybercrime,1
That's such balls. I wish they would fuck off and leave the BBC alone.,cyberbully,0
shut up please  it is too damn early for ur singing,cyberbully,0
Why do you hate america?,cyberbully,0
No kidding.  Economy's crumbling  crooked politicians  violence  hate and discontent... WHAT! Oprah's gained weight!!!,cyberbully,0
I hate toughpads.  That is why I am buying a mouse.,cyberbully,0
2 Spare ass annie tracks in 2 podcasts! What a joy ;) + I love Sufjan Stevens so was great to hear one of the Xmas tracks nice one,not cybercrime,1
Agreed.... i mean honestly  Off The Wall  and Thriller.. nobody is fucking with those...,not cybercrime,1
that sucks. security issues I take it?,cyberbully,0
"I won't cheer! Do u have this ""kick u in the back of the head really hard"" variant? Sucks! 3rd day of ultra shittiness! Ibruprfn",cyberbully,0
@MartinAndLegend I have an absess in a very uncomfortable place. Waiting on the surgeon's opinion. This sucks.,cyberbully,0
NOT A DAMN THING besides him leaving his macbook pro in my car because he was to lazy to get up and get outta my car,cyberbully,0
more. sucks. totally bambaffled. if yours is flat you should certainly demand a refund.,cyberbully,0
Well  I'm wearing underpants and a shirt. I'm not a fucking savage.,cyberbully,0
Wheres the fucking egg nog brah?,cyberbully,0
Damn  looks like you blew up on youtube since I was banned. Grats  good luck bro.,not cybercrime,1
Yeah  that would piss me off something terrible too... But you could regift it to a young relative...,cyberbully,0
That's a good point  the kids in my family are already bad ass... Good yours aren't corrupted.,cyberbully,0
I'm sorry i got u all involved  I can't wait to see Vick's cry tonight  I'm even skippin a party to see this bitch.,cyberbully,0
I'm so sorry  I used to hate transcribing lame interviews...,cyberbully,0
Wouldn't it have been smarter for BET to do something on blacks in politics... Damn I hate that station!!,cyberbully,0
Man that would be awesome- I might make a fail whale sign for moments like that.,not cybercrime,1
That sucks. My first account is still banned for hacking. (mate sent em to me) lost all mah games. :(,cyberbully,0
Do you really think Chris Pirillo is going to respond to your question.. If he does then I'll feel like an ass..,not cybercrime,1
 don't hate. we'll get you a present too. just turn around. :),cyberbully,0
damn. Gonna miss a meet here in DC. Would be fun to broadcast one on BlogTV to those that can't make it. Have fun tonight,not cybercrime,1
Hate to ask a dumb question  but wouldn't Twitter *already* be considered mainstream?,cyberbully,0
damn I had way too much fun as usual doing our Jordan picture spam! I had great dreams on nkotb & strip poker! Lol,not cybercrime,1
- Yea man these big bloggers always think they are the best.. Will have to show them X-( I fking hate Big bloggers..,not cybercrime,1
- You know some ppl like to piss off others and today I was a victim of this X-( sad but thx for those words ;),cyberbully,0
I fucking know! I bet some asshole offered more. Such a bullshit lie. And I've been waiting for packages and NOTHING!!,cyberbully,0
I think it's jmo1200. I bought the tim biskup from him. He's a fucking ass &gt;:/,cyberbully,0
"In WOMANIZER? I know I just saw it for the first time. She is fucking hot again. Goodness. ""I'm a Slave for you"" = Hottest",cyberbully,0
LOL. I don't care. I'm a wise ass too :),not cybercrime,1
"LMAO! It's so funny ""bounce that ass""",not cybercrime,1
Damn  now  the yurt market was my secret niche!  Now EVERYONE will know!,cyberbully,0
I am glad the snow turned to ice now when K Rock beats you  you can take off your underwear and sit in it bare ass. Youll  be sore,not cybercrime,1
sucks they only made like 20 of them,cyberbully,0
That sounds like a plan. :) Kick ass  indeed. And any beat that stands the test of time is a banger  for true.,not cybercrime,1
Hi! Yea  Hate rolling out in it  but gotta do the do. You doing alright?,cyberbully,0
"You forgot the ""magic"" word:  Ahem  allow me... ""Please  fuck you..."" There now.",cyberbully,0
ways to kick your own ass in the gym? Bring in a coke and fries with you  or wear a polyester leisure suit.,not cybercrime,1
@mniehaus MMS from Naples to home - had the entire family in tow. Got stuck overnight in Detroit airport.  Hate that place now.,cyberbully,0
meant that to be public. MindTouch and Zenoss finalists in Jolt Awards Enterprise cat. You're going down bitch! http://is.gd/clEO,cyberbully,0
lmao loser that was under nda...,not cybercrime,1
Sounds almost as good.  Original Halo was great.  Next Fri night with no wife we should nerd it out with Wii  Xbox & Movies!,not cybercrime,1
Damn good game last night  Roar scored in the last minute of the 1st and then the last 2 minutes of the 2nd.,not cybercrime,1
Oh sweet! Sucks though that you work New Year's: my condolences.,not cybercrime,1
I'm taking a redo: What has two thumbs and a 4.0 GPA this semester? THIS BITCH RIGHT HERE!!  *gesticulates towards self with thumbs*,cyberbully,0
damn  je hebt me door,cyberbully,0
lol well lemme tell you  it sucks ass. Once you go blackberry you cant ever go back. Unless you go iPhone.,not cybercrime,1
soulja boy sucks at life,cyberbully,0
awe man that is going to piss alot of people off.,cyberbully,0
damn it's raining here.,cyberbully,0
I've put in planning for Monmouth Beach but the environment minister  Andrew VanWyngarden from MGMT  is a bit of a hard ass.,cyberbully,0
like what the fuck is this! Then two months later it's everyones cut!,cyberbully,0
I hate bleach I have sensitive skin but I fits to have my MW!,cyberbully,0
I'd still be walking around with it stuck to my ass if that one kid hadn't laughed so hard when I stood up from the lunch table. ;-),not cybercrime,1
"long piece on that on my FB page and got bitch-slapped.  But I'm not interested in social networking by someone's ""people""",cyberbully,0
That sounds about right. I hate it when the homoerotic kissing is cluttered up with TOO MUCH exposition  after all.,cyberbully,0
penn and teller pussy?,not cybercrime,1
"""Your never supposed to go full retard!""",not cybercrime,1
"I thought the joke was funny. I hate chicks who are all like ""i like to do this and that nautity deed  then u get em alone and",not cybercrime,1
"they don't do any of it. Them they try to front afterwards  like ""I did this and that to him last night!"" I hate when chicks lie",cyberbully,0
this is why I like you man...Quick thinker. Come to think of it.. I haven't seen a pic of  mrs.Teacher at all.Damn thumbnail avs,cyberbully,0
"my mets need to chill with all that ""team to beat"" shit. the need to be ""the team that doesn't choke on dick"" first.",cyberbully,0
most black shows nowadays are about bourgie ass  successful black people... which is cool to see  but...,not cybercrime,1
yeah. i peeped that shit too and left a comment. the wizard? really? damn. who DOESN'T homeboy have a mix on?,cyberbully,0
sheeeeit. i'll watch shawn bradley's 9-foot-tall ass get rejected by everyone including the rim any day.,cyberbully,0
see... i only seen like 10 minutes of that show. it hurts too much. i'm from the damn projects too. i know 5 000 frankies.,cyberbully,0
my denny's boycott stands. fuck steve harvey.,cyberbully,0
Yeah  those little mutant scooters are zooming around Brisbane now too. I can't help but hate them more than normal scooters!,not cybercrime,1
If I could run OS X on a Toughbook  you're damn sure I'd get one today.,cyberbully,0
I agree. I want to marry him too. Damn gay marriage and polygamy not being legal. Grrrr. Although I'd settle for a shag...,not cybercrime,1
i came across some funny ass footage of u  seth  dae  etc. the other day when cleaning my harrd drive,not cybercrime,1
HI! i hate packing too...lol  i make my mom do it....it's alot easier,not cybercrime,1
I DO UNDERSTAND! I WAS TRYING TO PISS YOU OFF! AND IT WORKED!,cyberbully,0
AW DAMN. NOW I HAVE TO GO TO LUNCH ON TIME.,cyberbully,0
fucking awesome - I need to play that again,not cybercrime,1
ahhh that night was a total fucking blur! u live in ny?,cyberbully,0
http://twitpic.com/vl1t - Absolutely no idea what she sees in you bro. Mia - keep kicking ass  love what you're doing on your ...,not cybercrime,1
Firstgiving.com and Firstgiving.org are the same site - but both don't load for me at work. It's our firewall or something. Sucks.,cyberbully,0
"yo baby maker... Love my iPhone... Hate the auto-correct... They need to teach it ""hip"".",not cybercrime,1
Grr... having given up meat  this burger talk is killing me. And God knows I hate being even remotely identified as a virgin.,cyberbully,0
i think i'm hating the celtics more  sorry. :|  they won last year. and i hate kobe  but he's a damn good player,cyberbully,0
what the hell is the point of tweeting from an ipod touch if you are just going to use the mobile web interface. get a fucking app,cyberbully,0
that's my dad's reasoning. i just hate the shit out of kobe bryant though. i think i'm rooting lakers though.,cyberbully,0
I'm the same way! I think it's cuz they're all so damn nice when I wouldve otherwise assumed they were super bitches,not cybercrime,1
I spy Chrystal while they're recording behind Andys drum set. Haha I fucking love this!,not cybercrime,1
I so do!! When I come to visit we shalll. Woohoo! I cannot wait. =)) Love you  bitch!!,not cybercrime,1
lucky bitch. i'm jealous. =D WE SEE HIM NEXT WEEK! OH YES. MARRY ME?,cyberbully,0
go to urgent care? He does but he kissed me and smacked my ass hahaha. Yum.,not cybercrime,1
me to=( This sucks...,cyberbully,0
that is an awesome analogy/comment because turkey bacon sucks LOL If your going to have bacon it should be real!,not cybercrime,1
I'll get my beer before too long... that's for DAMN sure! LOL,not cybercrime,1
but its a-fucking-dorable  look at the bugger.,cyberbully,0
Drunken twitter kicks ass!,not cybercrime,1
I hate when that happens.,cyberbully,0
As someone who spent many years in Phoenix  I think the desert creatures would freak if they saw snow.,cyberbully,0
In the same boat as you lady...hate the anticipation!,cyberbully,0
@elainea Nnnaaaahhh...60th follower sucks  I want to be 61st!!  YAY me  I'm 61st!!!,not cybercrime,1
WHAT??!  Did you talk to your attorney?  What is wrong with the dog?  I hate vet bills.,cyberbully,0
actually i think that would be Brendon. so we would have rufus_: I hate jackhammers. Brendon: jackhammers??? cupcakes!!!,cyberbully,0
 but tequila lures me in...then bitch slaps me silly.  Last night there was NONE of that.,cyberbully,0
I would hate for my baby to have hair that is wild and unmanageable! Just come home looking like a fraggle,cyberbully,0
Girl...you good. Lol at hearing your own name... Call me when you can. I'm the graduate damn it! Lol,not cybercrime,1
oh my god thank you. I HATE IT HERE IN CALI! Though  you should wait till it gets hot. Then it sucks MORE. lol,cyberbully,0
No it just got a little juvenile for me. And I hate Edward...which is a problem if you want to like Twilight.,cyberbully,0
wel nt da same 4me. i follow news more than anything bt i prefer reading news papers.i hate nws chnls as they tk 2mch on phon:),cyberbully,0
Damn straight  Tom. If you can't do it for the lulz  what can you do it for?,not cybercrime,1
damn! no good. have a good time man.,not cybercrime,1
ic that sucks though  good luck then man  I might be getting the iphone  im going to crack it for tmobile,not cybercrime,1
"2008 was the year I started ""fucking paying attention "" as one friend said I wasn't doing before.",cyberbully,0
I hate that.,cyberbully,0
now if only he wasn't a hate and fear mongering a-hole...,cyberbully,0
I'm sure she can do some new headshots for you... Although you are neither a bride nor a bitch.,not cybercrime,1
yeah i want one! but fuck if i cant find one anywhere.,cyberbully,0
damn  that sucks that I missed her. I take it she is gone already...,cyberbully,0
yeah me either... I don't even know where the damn databases are stored. Its in ASP (original style)... yay!,not cybercrime,1
i feel left out  lol  jk... being bored sucks  =/,cyberbully,0
SHE HAS A BIG ASS.  Sistas been having big asses for ever and we get no credit for it!  Kim K  J-lo  Vida  they have big,cyberbully,0
"asses and it's like the whole world is like  ""OMG  I HAVE NEVER SEEN AN ASS LIKE THAT EVER IN LIFE!""  wut?!?!!  Outrage! lol",cyberbully,0
bro u haven't seen School of Rock??? that movie is royal ass kicker. Another one of Jack Black's awesomes. seen Be Kind Rewind?,not cybercrime,1
Hah  next you're going to start demanding ass-grabs as payment for those Metronauts shirts.,cyberbully,0
&lt;3 Funxykins. Fuck planet earth indeed &lt;3,cyberbully,0
Hate Wall-E? Your girlfriend has no soul. EAT HER.,cyberbully,0
it was fucking personalized. Damn it.,cyberbully,0
tell me where you want to go. I'll be there. I'm at woofs. It sucks. :(,cyberbully,0
it's ok to bitch. Just be as quick to post good stuff too. Life is too great to just focus on the bad shit.,cyberbully,0
is a long-ass dinner a good thing?,not cybercrime,1
damn maybe i should drive up and join u,cyberbully,0
 Yes indeed and french vanilla ice cream in it.  It's horribly calorie and fat laden but worth it!,not cybercrime,1
nothing to fuck up. grey hair  grey eyes  palest skin. just change the colors not styles.,not cybercrime,1
Yeah  but we have Kass' weak wannabe columns.  Oh joy.,not cybercrime,1
thanks for updating  but whoever he is  ask that MoFo to SHUT THE FUCK UP and nobody asked him to follow me on twitter,cyberbully,0
dropping nuke and all are old trends.......tell them tht u will remove Vimax ads fom thr site if they piss u off :),cyberbully,0
ur right.......just managed to lock my phone and the fucking phone now asking me PUK code:(,cyberbully,0
commiserating in the flu club (mine is tummy flu) w you. def. sucks being sick.,cyberbully,0
that sucks. same feeling as when a place you've been wanting to photo shuts it's doors or burns down. ugh.,cyberbully,0
it's so true. using someone else's computer sucks!  Sorry about yours.,cyberbully,0
@graf808 Damn it you two  get a room already! ;-p,cyberbully,0
anytime love. hey how was that exam! i just remembered. and lol aint that a bitch re: liking people. it never seems to work right,not cybercrime,1
"haha yeah il only be leaving this land for one ""hot minute"" at a time LOL. i hate that term hot minute :P aim is being wack btw",not cybercrime,1
fine... Here's a pic... of my grandmas fat cat. :P http://snipurl.com/93pdr,not cybercrime,1
we keep it utmost real. Now get ya ass to NY,not cybercrime,1
THANK YOU especially how they turned optimus prime basically into a big ass american flag. effects were ill tho u cant front!,cyberbully,0
"Welcome to the fag brigade! Sorry  sorry  I meant to say ""Welcome to Twitter!"" Is lumieru on LJ. :3",cyberbully,0
" I guess with a ""Don't Buy - Updates soon"" rating  I better wait. Damn!",not cybercrime,1
"No  not ever.  I'd freeze to death  and I hate feeling ""cold"".",cyberbully,0
Don't you just hate suspended people? They should be good.,cyberbully,0
Local and Etsy...I'm done giving my $ to Fat Cats that produce elsewhere.,not cybercrime,1
don't buy it....1 study  many people don't want to see solar go anywhere (fat cats)...they've been fighting it for 40 years.,cyberbully,0
awesome. now getchur ass to work.,not cybercrime,1
yeah you should. Fucking dumbass.,cyberbully,0
yep  i was thinking of you when on GeekCast and talking about how much i hate inspirational tweets :),not cybercrime,1
"i hate the ""let's play introductions"" throwaway day in classes of more than 5 at the beginning of a semester.",cyberbully,0
o.  Well then.  Fuck santa.,cyberbully,0
"I hate that. Then they have kids of their own and they're all ""Why didn't you tell me it was so hard?""",cyberbully,0
Oh damn. I only have one strike. But no spares!,cyberbully,0
I think editorialising of news reports and blogging are not the same. I hate the first and the BBC is regular offender,cyberbully,0
I thought their single wasn't that good. That's too bad it all sucks. But I haven't played out their old stuff too much.,cyberbully,0
I'M GOING TO THE MALL TOO EXCEPT MY HOT TOPIC SUCKS! then we can stick those on our faces. except they're too expensive to waste,cyberbully,0
I used to get pig's ears for our dog's Xmas stockings  but they were too irresistible!  For the dogs  not me  of course.,not cybercrime,1
Damn you  I ended up ordering the damn Galactus MM  I hope you are happy. When my wife bitches at me  I am blaming you.,cyberbully,0
I hate when it asks if I have trouble walking. How rude! ;) #wiifitenthused,cyberbully,0
I signed up for Twitter over a year ago  but only checked it here and there. Twitter saved my ass during the blackout!,not cybercrime,1
Whoa! What an idea SirJee ... But thanks. I hate kids :-P,cyberbully,0
I'm not really a sneaker freak. I have some creative recreations to mtch my ed hardy ht.,not cybercrime,1
#NAME?,not cybercrime,1
hey ur guna hate me 4 dis but I forgot my phone! Keep me posted thru twitter.,cyberbully,0
i have a problem i like to call desk ass.  my ass gets wider the more i sit in that damn chair.,cyberbully,0
@sandraknits cece is a bitch. she never wanted them to be together!,cyberbully,0
hahah that'd be awesome.  aaron is the hugest douche ever.  does anyone else hate the way serena talks?  and dresses?,not cybercrime,1
oh my gosh i HATE christmas music  but i have to turn it up and sing along whenever that one comes on.  can't help myself!,cyberbully,0
OMG i hate that airport SO. MUCH.  good luck!  i hope you make it there safe and sound.,not cybercrime,1
haha you're asking the wrong person. i hate eating out! (i'm really weird) you should ask huan  he's a total foodie :),cyberbully,0
You are inspirational (and gorgeous)  however I meant the dumb ass who dumped me to F around with his sleazy white trash LOL,not cybercrime,1
"I want to make sure that nobody ever calls me ""fat"" again and that when I look in the mirror my outside reflects my inside.",not cybercrime,1
Good night  sugar. It will get better! I'm always here if you want to piss and moan (or cry and whine). XO,cyberbully,0
Scale: Brat on one side  Pacer truck on the other.... Oh. Too close to call. But  I must say  those backward seats kicked ass.,not cybercrime,1
Put some damn clothes on man.,cyberbully,0
Happy Fucking Birthday  my Bitch! Love you!,not cybercrime,1
I hate that. I have no veins  because of IV infusions.,cyberbully,0
for some reason I never see your damn tweets.  Indian larry is a clothing line.  u r a nerd.  sincerely  me. (also a nerd),not cybercrime,1
Well HOT DAMN. Look at you  catching up with the social networking. Next you're gonna tell me you have a Kaboodle!,cyberbully,0
oh no fucking way!,cyberbully,0
you should totally go. And be all weird and crazy and freak the guy out,cyberbully,0
shit that sucks. sorry to hear it!,cyberbully,0
just turned it on. missed part one... damn. so great anyways.,not cybercrime,1
We are flat broke. Ihave a year of paid hosting left on Bluehost. What can a broke ass ho do? Eh?,cyberbully,0
If LiquidWeb would do that for me  I'd be their BFF and Personal Whore Forevah.,cyberbully,0
It's a bitch and a half  but worth it.,cyberbully,0
ur drunk ass needs to stop drunk twitterin,cyberbully,0
lmaoooo where the fuck u ayt... I just got molested lmfaooooooo,cyberbully,0
ugh that sucks! I couldn't imagine if that happened to my DVR!,cyberbully,0
what's up my coffee  let's call with a blocked number so I don't answer bitch? LOL,cyberbully,0
omg u missed weekend update?! I laughed so hard I thought I was piss my pants,cyberbully,0
it goes... Everyone at my office is sick this morning ... I have a feeling it's just gonna be me.. Damn my immune system!,cyberbully,0
especially when I don't give a rats ass what he thinks about me LOL,not cybercrime,1
the show just seems gay overall. what man would compete to be another man's friend? the hell...,cyberbully,0
fuck that...I can fly to Milwaukee to free. If u got a car i need no other plan...ALPINE HERE WE COME!!! Both shows...,cyberbully,0
Don't hide that pussy from yourself. Bust that kegel nut.,cyberbully,0
 Damn skippay; tryna make my toes shine for '09.,cyberbully,0
Breakfast Pig's Feet  SWeezy? Y'all havin' Mimosas with that  homey?,not cybercrime,1
 My KEGELS can't take the archives. Fuck!  Got them workin' workin' day & night!,cyberbully,0
Ooh  a fat girl's fantasy! Cake AND HellRaiser's trouser snake. FUCK!  Sensory OVERLOAD **spontaneously combusts**,cyberbully,0
